id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,,teamName
2781118197,856,3,2,73,44,agh9ifb2mw3ivjusgedj7c3fe,1,91.8,31.8,5542160547,233,605,5542160545,286,,5542160543,56,Center,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118205,857,1,2,73,47,agh9ifb2mw3ivjusgedj7c3fe,1,94.8,33.3,5542160581,141,50.3,5542160585,213,1.3,5542161525,154,,5542160579,140,97.8,5542161527,22,,5542160577,56,Center,5542161523,210,16,5542160583,212,12,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118209,858,16,2,73,48,agh9ifb2mw3ivjusgedj7c3fe,1,98,50.6,5542161545,214,,5542160601,22,,5542161011,374,07:07.1,5542161537,55,857,5542161533,29,,5542161541,102,51.6,5542160605,56,Center,5542161015,375,13:48.3,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,5542161543,103,1.9,5542161535,154,5542161547,328,,5542161531,78,5542161551,231,47.7,5542161549,230,,,,5542161007,72,5542160603,16,,,,,99.5,,,,,,,,,,,,Barcelona
2781118383,606,1,2,75,7,4ku8o6uf87yd8iecdalipo6wd,1,50.1,50.1,5542161565,140,33.6,5542161659,189,,5542161563,56,Back,5542161571,213,2.21,5542161573,279,G,5542161567,141,84.2,5542161569,212,28.9,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118385,607,61,2,75,9,4ku8o6uf87yd8iecdalipo6wd,1,33.6,84.2,5542161699,189,,5542161577,56,Back,,,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118387,608,1,2,75,17,4ku8o6uf87yd8iecdalipo6wd,0,73.8,88.7,5542161581,56,Center,5542161589,213,4.62,5542161587,212,23.3,5542161585,141,54.6,5542161583,140,71.8,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118389,859,1,2,75,19,agh9ifb2mw3ivjusgedj7c3fe,1,26.9,52.8,5542161609,213,5.67,5542161601,56,Back,5542161607,212,8.7,5542161603,140,33.7,5542161605,141,45.4,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118391,860,3,2,75,21,agh9ifb2mw3ivjusgedj7c3fe,0,34.4,41.4,5542161639,233,609,5542161617,56,Back,5542161619,286,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118395,609,7,2,75,21,4ku8o6uf87yd8iecdalipo6wd,0,65.6,58.6,5542161631,233,860,5542161629,285,,5542161627,56,Center,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781121103,1063,61,2,75,22,agh9ifb2mw3ivjusgedj7c3fe,1,33.6,46.7,5542177981,56,Back,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118545,613,61,2,75,22,4ku8o6uf87yd8iecdalipo6wd,1,66.4,50.7,5542162501,56,Center,,,,,,,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118399,861,49,2,75,23,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,55.1,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118403,862,1,2,75,23,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,55.1,5542161665,56,Back,5542161671,212,14.1,5542161673,213,1.19,5542161667,140,36.4,5542161669,141,74.4,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118409,863,1,2,75,26,agh9ifb2mw3ivjusgedj7c3fe,1,52.3,83.6,5542161705,56,Left,5542161713,213,0.51,5542161707,140,67,5542161711,212,17.7,5542161709,141,96.3,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118411,610,45,2,75,30,4ku8o6uf87yd8iecdalipo6wd,0,27,5.6,5542161719,56,Back,5542161721,285,,5542161733,233,864,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118413,864,3,2,75,30,agh9ifb2mw3ivjusgedj7c3fe,1,73,94.4,5542161727,233,610,5542161723,56,Left,5542161725,286,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118419,865,1,2,75,32,agh9ifb2mw3ivjusgedj7c3fe,1,92.1,90.2,5542161769,213,4.65,5542161761,56,Center,5542161763,140,90.5,5542162087,154,,5542161765,141,52.5,5542161767,212,25.7,5542162085,210,13,5542161757,2,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118421,866,13,2,75,34,agh9ifb2mw3ivjusgedj7c3fe,1,91,51.9,5542161777,56,Center,5542162109,230,98.1,5542161773,22,,5542162091,75,,5542162095,154,,5542162107,328,,5542162103,103,8.3,5542162101,102,40.3,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,5542162111,231,49.5,5542161775,17,5542162093,29,,5542162009,20,5542162105,214,,5542162097,55,,,,,,,,,,,,865,,,,,,,,,,,,Barcelona
2781118425,611,5,2,75,35,4ku8o6uf87yd8iecdalipo6wd,1,-0.8,58,5542161795,233,867,5542161793,346,,5542161791,56,Back,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118423,867,5,2,75,35,agh9ifb2mw3ivjusgedj7c3fe,0,100.8,42,5542161787,346,,5542161815,233,611,5542161785,56,Center,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118481,612,1,2,75,49,4ku8o6uf87yd8iecdalipo6wd,1,4.1,53,5542162069,1,,5542162059,56,Center,5542162061,140,55,5542162071,74,,5542162231,189,,5542162067,213,6.28,5542162057,124,,5542162063,141,52.6,7drgir9lcwfst8vxz07jboe6t,J. Musso,,5542162065,212,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781119049,639,44,2,75,51,4ku8o6uf87yd8iecdalipo6wd,1,56.2,52.8,5542165573,286,,5542177315,233,957,5542166319,189,,5542165571,56,Center,,,,,,,,,,,,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781119207,957,44,2,75,51,agh9ifb2mw3ivjusgedj7c3fe,0,43.8,47.2,5542177319,233,639,5542177221,56,Back,5542177223,285,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781119025,638,1,2,75,52,4ku8o6uf87yd8iecdalipo6wd,0,55.6,53.1,5542165409,168,,5542165419,213,0.14,5542165411,56,Center,5542165413,140,70.2,5542165415,141,56.3,5542165407,3,,5542165417,212,15.5,5542166341,189,,6akzpi6rd6qq0ke07ojnhpoet,A. Sørloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118487,868,12,2,75,55,agh9ifb2mw3ivjusgedj7c3fe,1,31.8,45.6,5542162133,140,37.5,5542177515,15,,5542162135,141,48.1,5542162139,213,0.28,5542162137,212,6.2,5542162131,56,Back,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781121039,1062,1,2,75,57,agh9ifb2mw3ivjusgedj7c3fe,1,38,47.6,5542177655,213,0.41,5542177645,3,,5542177653,212,10.3,5542177651,141,53.7,5542177649,140,47,5542177647,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118489,869,49,2,75,59,agh9ifb2mw3ivjusgedj7c3fe,1,45.1,49,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118501,870,1,2,76,0,agh9ifb2mw3ivjusgedj7c3fe,1,44.4,51.3,5542162205,141,66.4,5542162203,140,41,5542162207,212,10.9,5542162201,56,Back,5542162209,213,1.91,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118505,871,1,2,76,2,agh9ifb2mw3ivjusgedj7c3fe,1,39.9,70.2,5542162247,212,12.8,5542162249,213,4.28,5542162241,56,Back,5542162243,140,34.8,5542162245,141,53.1,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118511,872,1,2,76,5,agh9ifb2mw3ivjusgedj7c3fe,1,35.2,54.2,5542162275,212,12.2,5542162273,141,36.4,5542162277,213,4.59,5542162269,56,Back,5542162271,140,33.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118513,873,1,2,76,8,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,35.4,5542162303,141,16.4,5542162305,212,13.6,5542162307,213,5.02,5542162301,140,38.2,5542162299,56,Back,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118521,874,1,2,76,11,agh9ifb2mw3ivjusgedj7c3fe,1,38.6,17.3,5542162325,56,Back,5542162331,212,9.9,5542162333,213,2.38,5542162329,141,27.3,5542162327,140,31.8,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118533,875,1,2,76,13,agh9ifb2mw3ivjusgedj7c3fe,1,28,34.8,5542162393,56,Back,5542162401,213,1.19,5542162395,140,36.3,5542162397,141,67.2,5542162399,212,23.7,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118535,876,1,2,76,19,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,74.8,5542162423,140,58.6,5542162425,141,94.2,5542162427,212,19.8,5542162429,213,0.73,5542162421,56,Left,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118537,877,1,2,76,21,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,94.2,5542162443,140,51.6,5542162445,141,93,5542162449,213,3.25,5542162447,212,7.4,5542162441,56,Left,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118541,878,1,2,76,22,agh9ifb2mw3ivjusgedj7c3fe,1,52.7,90.9,5542162473,212,12.9,5542162475,213,5.09,5542162467,56,Center,5542162469,140,57.2,5542162471,141,73.3,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118547,879,1,2,76,25,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,72.1,5542162511,213,4.94,5542162503,56,Center,5542162505,140,61,5542162507,141,56.3,5542162509,212,11,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118553,880,1,2,76,28,agh9ifb2mw3ivjusgedj7c3fe,1,62.3,68.1,5542162543,212,15,5542162539,140,60.1,5542162537,56,Left,5542162545,213,1.73,5542162541,141,89.9,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118557,881,1,2,76,31,agh9ifb2mw3ivjusgedj7c3fe,1,60.9,90,5542162553,56,Left,5542162555,140,57.5,5542162559,212,5.2,5542162557,141,84.5,5542162561,213,3.95,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118561,882,1,2,76,33,agh9ifb2mw3ivjusgedj7c3fe,1,55.8,82.7,5542162597,212,26.7,5542162595,141,47,5542162593,140,45.1,5542162591,56,Back,5542162599,213,4.28,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118563,883,1,2,76,36,agh9ifb2mw3ivjusgedj7c3fe,1,43.8,36.7,5542162611,212,14.6,5542162609,141,15.5,5542162605,56,Back,5542162607,140,45.7,5542162613,213,4.85,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118565,884,1,2,76,39,agh9ifb2mw3ivjusgedj7c3fe,0,45.7,15.5,5542162623,141,9.4,5542162619,56,Right,5542162617,155,,5542162625,212,26.3,5542162627,213,6.12,5542162621,140,70.4,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118571,614,12,2,76,42,4ku8o6uf87yd8iecdalipo6wd,1,23.3,93.4,5542162661,140,32.4,5542162659,56,Back,5542162665,212,12.3,5542162683,15,,5542162663,141,81.9,5542162667,213,5.6,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118579,885,1,2,76,43,agh9ifb2mw3ivjusgedj7c3fe,1,75,16.2,5542162709,212,3.1,5542162707,141,20.7,5542162705,140,75.5,5542162703,56,Right,5542162711,213,1.4,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118577,615,83,2,76,44,4ku8o6uf87yd8iecdalipo6wd,0,24.4,74.2,5542162729,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118581,886,3,2,76,45,agh9ifb2mw3ivjusgedj7c3fe,0,86.2,29.6,5542162715,56,Center,5542163413,233,622,5542162717,286,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118697,622,7,2,76,45,4ku8o6uf87yd8iecdalipo6wd,1,13.8,70.4,5542163391,285,,5542163407,233,886,5542163389,56,Back,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118585,616,1,2,76,48,4ku8o6uf87yd8iecdalipo6wd,1,15.7,68.3,5542162731,56,Back,5542162737,212,11,5542162739,213,0.11,5542162735,141,70,5542162733,140,26.1,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118587,617,49,2,76,50,4ku8o6uf87yd8iecdalipo6wd,1,26.1,69.1,,,,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118591,618,1,2,76,51,4ku8o6uf87yd8iecdalipo6wd,1,26.1,69.1,5542162759,212,19.5,5542162757,141,40.6,5542162761,213,4.8,5542162753,56,Back,5542162755,140,27.7,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118593,619,1,2,76,53,4ku8o6uf87yd8iecdalipo6wd,1,27.7,38.2,5542162775,213,3.42,5542162767,56,Back,5542162769,140,14.3,5542162773,212,14.6,5542162771,141,32.3,,,,,,,,,,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118605,620,1,2,76,54,4ku8o6uf87yd8iecdalipo6wd,0,14.3,32.3,5542162839,141,63.7,5542162841,212,52.1,5542162837,140,59.6,5542162843,213,0.42,5542162845,1,,5542162833,157,,5542162835,56,Center,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118607,887,49,2,76,58,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,30.7,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118617,888,1,2,77,0,agh9ifb2mw3ivjusgedj7c3fe,1,39.8,32.1,5542162907,212,13.5,5542162905,141,30.7,5542162903,140,52.6,5542162901,56,Center,5542162909,213,6.21,5542176859,189,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118627,889,1,2,77,5,agh9ifb2mw3ivjusgedj7c3fe,1,54.6,27.9,5542162949,56,Center,5542162951,140,52.7,5542162953,141,36.1,5542162955,212,5.9,5542162957,213,1.91,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118631,890,1,2,77,6,agh9ifb2mw3ivjusgedj7c3fe,1,52.7,36.1,5542162975,56,Center,5542162981,212,4.5,5542162983,213,5.04,5542162979,141,29.8,5542162977,140,54.1,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118635,891,1,2,77,7,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,29.8,5542162987,56,Center,5542162995,213,1.95,5542162989,140,52.2,5542162993,212,5.3,5542162991,141,37.1,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118643,892,1,2,77,8,agh9ifb2mw3ivjusgedj7c3fe,1,51.8,39.1,5542163039,212,19.4,5542163041,213,1.41,5542163037,141,67.3,5542163035,140,54.7,5542163033,56,Center,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118647,893,1,2,77,12,agh9ifb2mw3ivjusgedj7c3fe,1,56.1,66.7,5542163069,141,58.5,5542163067,140,59.6,5542163073,213,5.3,5542163071,212,6.7,5542163065,56,Center,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118649,894,1,2,77,15,agh9ifb2mw3ivjusgedj7c3fe,1,60.6,60,5542163083,141,76.4,5542163085,212,11.8,5542163087,213,1.91,5542163079,56,Center,5542163081,140,56.8,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118657,895,1,2,77,18,agh9ifb2mw3ivjusgedj7c3fe,1,56.8,76.4,5542163141,213,5.11,5542163139,212,8.3,5542163135,140,59.9,5542163133,56,Center,5542163137,141,65.1,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118659,896,1,2,77,21,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,55.4,5542163151,56,Center,5542163159,213,4.92,5542163157,212,22.8,5542163155,141,22.5,5542163153,140,58.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118667,897,1,2,77,23,agh9ifb2mw3ivjusgedj7c3fe,1,59.8,17.9,5542163203,56,Right,5542163211,213,5.67,5542163205,140,67.3,5542163207,141,9.8,5542163209,212,9.6,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118669,898,1,2,77,25,agh9ifb2mw3ivjusgedj7c3fe,1,67,12.5,5542163223,213,2.11,5542163217,140,63.5,5542163219,141,21.6,5542163227,156,,5542163215,56,Center,5542163221,212,7.2,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118679,899,1,2,77,27,agh9ifb2mw3ivjusgedj7c3fe,1,63,25,5542163269,56,Center,5542163271,140,65.4,5542163275,212,2.7,5542163273,141,23.6,5542163277,213,5.92,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118681,900,61,2,77,29,agh9ifb2mw3ivjusgedj7c3fe,0,65.5,23.6,5542163285,56,Center,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118675,621,4,2,77,30,4ku8o6uf87yd8iecdalipo6wd,1,35.9,75.2,5542163307,152,,5542163309,286,,5542163303,10,,5542163305,56,Back,5542163325,233,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118683,901,4,2,77,30,agh9ifb2mw3ivjusgedj7c3fe,0,64.1,24.8,5542163319,152,,5542163317,56,Center,5542163321,285,,5542163329,233,621,5542163315,10,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118721,623,1,2,77,54,4ku8o6uf87yd8iecdalipo6wd,1,32.7,72.6,5542163595,56,Back,5542163593,152,,5542163601,212,24.8,5542163597,140,32.1,5542163603,213,4.69,5542163727,189,,5542163591,5,,5542163599,141,36.2,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118725,624,1,2,77,57,4ku8o6uf87yd8iecdalipo6wd,0,33.2,34.4,5542163633,213,0.65,5542163627,140,71.7,5542163629,141,79.5,5542163635,1,,5542163625,56,Left,5542163623,157,,5542163631,212,50.7,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2781118727,902,1,2,77,59,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,23.7,5542163649,140,44.9,5542163647,56,Back,5542163651,141,24.7,5542163653,212,14.2,5542163655,213,0.05,5542163645,3,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118729,903,49,2,78,1,agh9ifb2mw3ivjusgedj7c3fe,1,44.9,25.2,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2781118737,904,1,2,78,1,agh9ifb2mw3ivjusgedj7c3fe,1,44.9,25.2,5542163679,155,,5542163689,213,0.78,5542163681,56,Center,5542163683,140,57.8,5542163685,141,44.9,5542163687,212,19.1,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
