id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,,teamName
2772994405,878,1,2,68,45,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,26.4,5497870527,140,57.2,5497870529,141,38.3,5497870533,213,2.6,5497870525,56,Center,5497870531,212,15.6,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994411,879,1,2,68,47,agh9ifb2mw3ivjusgedj7c3fe,1,56.6,39.2,5497870579,141,74.8,5497870573,56,Back,5497870587,213,1.96,5497870577,140,47.2,5497870583,212,26.1,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994415,880,1,2,68,50,agh9ifb2mw3ivjusgedj7c3fe,1,47.2,74.8,5497870619,56,Left,5497870627,213,0.64,5497870621,140,59.9,5497870625,212,16.6,5497870623,141,89.4,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994419,881,1,2,68,52,agh9ifb2mw3ivjusgedj7c3fe,0,59.8,89.9,5497870657,213,5.77,5497870649,56,Center,5497870651,140,76,5497870655,212,19.6,5497870653,141,75.7,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994435,442,1,2,68,54,ba5e91hjacvma2sjvixn00pjo,1,21.5,26.5,5497870743,56,Back,5497870745,140,18.4,5497870747,141,15.2,5497870749,212,8.3,5497870751,213,4.31,,,,,,,,,,2u8bekuidiwqz1gvb4vd3uhg,César Tárrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994437,443,49,2,68,55,ba5e91hjacvma2sjvixn00pjo,1,13.7,15.5,,,,,,,,,,,,,,,,,,,,,,,,,6o76owze8y78ue9sb49g8kyz8,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994451,444,1,2,68,56,ba5e91hjacvma2sjvixn00pjo,1,12.2,15.5,5497870817,141,38.6,5497870815,140,4.8,5497870821,213,2.03,5497870813,56,Back,5497870819,212,17.5,,,,,,,,,,6o76owze8y78ue9sb49g8kyz8,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994463,445,1,2,68,59,ba5e91hjacvma2sjvixn00pjo,0,4.8,37,5497870899,141,49.9,5497870893,157,,5497870895,56,Back,5497870903,213,0.21,5497870905,1,,5497870897,140,44.8,5497870901,212,42.9,,,,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994461,882,44,2,69,3,agh9ifb2mw3ivjusgedj7c3fe,1,56.3,47.5,5497870889,56,Center,5497870891,286,,5497870969,233,446,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994467,446,44,2,69,3,ba5e91hjacvma2sjvixn00pjo,0,43.7,52.5,5497870923,285,,5497870921,56,Back,5497870973,233,882,,,,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994471,883,1,2,69,3,agh9ifb2mw3ivjusgedj7c3fe,1,58.2,43.1,5497870949,141,52.2,5497870953,213,0.65,5497870951,212,10.3,5497870945,56,Center,5497870943,3,,5497870947,140,66,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994473,884,1,2,69,4,agh9ifb2mw3ivjusgedj7c3fe,1,66,52.2,5497870983,212,9.4,5497870977,56,Center,5497870985,213,2.81,5497870981,141,56.7,5497870979,140,57.5,5497870989,156,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994475,885,49,2,69,6,agh9ifb2mw3ivjusgedj7c3fe,1,59.5,58.1,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994491,886,1,2,69,7,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,59.1,5497871171,210,15,5497871053,56,Center,5497871055,140,71.6,5497871061,213,5.36,5497871057,141,50.9,5497871059,212,7,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Barcelona
2772994493,887,15,2,69,10,agh9ifb2mw3ivjusgedj7c3fe,1,75.7,48.1,5497871095,82,,5497871181,55,886,5497871179,29,,5497871071,18,,5497871191,146,81.9,5497871091,20,,5497871187,103,19,5497871185,102,48.5,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,5497871987,78,,5497871193,147,5497871073,56,Center,5497871195,230,5497871069,22,5497871531,233,5497871197,231,5497871189,215,,,,,48.2,,447,49.8,,,,,,,,,,98.8,,Barcelona
2772994497,447,10,2,69,11,ba5e91hjacvma2sjvixn00pjo,1,21.1,51.1,5497871099,94,,5497871101,56,Back,5497871535,233,887,,,,,,,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994499,448,6,2,69,18,ba5e91hjacvma2sjvixn00pjo,0,19.4,51,5497871127,233,888,5497871115,73,,5497871113,56,Back,,,,,,,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994495,888,6,2,69,18,agh9ifb2mw3ivjusgedj7c3fe,1,80.6,49,5497871121,233,448,5497871089,75,,5497871087,56,Center,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994521,889,1,2,69,29,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,0.5,5497871227,141,13.2,5497871225,140,90.3,5497871221,6,,5497871223,56,Right,5497871231,213,2.41,5497871229,212,13,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994517,449,45,2,69,31,ba5e91hjacvma2sjvixn00pjo,0,6.5,78.6,5497871213,56,Back,5497871215,285,,5497871269,233,890,,,,,,,,,,,,,,,,4j3u6v01emo9nsel7uw00qsfe,Diego López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994523,890,3,2,69,31,agh9ifb2mw3ivjusgedj7c3fe,1,93.5,21.4,5497871241,286,,5497871239,56,Center,5497871251,233,449,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994527,891,1,2,69,32,agh9ifb2mw3ivjusgedj7c3fe,0,96.1,26.1,5497871275,140,92.9,5497871273,56,Center,5497871279,212,7,5497871277,141,35.1,5497871283,195,,5497871281,213,2.07,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994531,450,8,2,69,35,ba5e91hjacvma2sjvixn00pjo,1,9.8,69.8,5497871299,56,Back,,,,,,,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994535,451,49,2,69,35,ba5e91hjacvma2sjvixn00pjo,1,11.2,83.7,,,,,,,,,,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994543,452,1,2,69,37,ba5e91hjacvma2sjvixn00pjo,0,15.5,94.8,5497871339,213,6.16,5497871333,140,26.1,5497871335,141,92.7,5497871331,56,Back,5497871337,212,11.2,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994541,892,49,2,69,38,agh9ifb2mw3ivjusgedj7c3fe,1,75.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994545,893,1,2,69,40,agh9ifb2mw3ivjusgedj7c3fe,1,75.8,11.7,5497871345,56,Center,5497871349,141,32.4,5497871347,140,71.7,5497871353,213,1.87,5497871351,212,14.7,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994553,894,1,2,69,42,agh9ifb2mw3ivjusgedj7c3fe,1,72,32.5,5497871375,213,1.35,5497871371,141,50,5497871373,212,12.2,5497871369,140,74.5,5497871367,56,Center,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994559,895,1,2,69,45,agh9ifb2mw3ivjusgedj7c3fe,1,74.7,51,5497871419,213,4.17,5497871413,140,69.9,5497871415,141,38.6,5497871411,56,Center,5497871417,212,9.8,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994563,896,1,2,69,47,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,38.6,5497871461,213,1.38,5497871455,140,72.7,5497871453,56,Center,5497871457,141,61.5,5497871459,212,15.8,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994571,897,1,2,69,48,agh9ifb2mw3ivjusgedj7c3fe,1,72.9,67.3,5497871499,141,68.1,5497871495,56,Center,5497871503,213,3.04,5497871501,212,5.3,5497871497,140,67.9,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994573,898,1,2,69,49,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,68.1,5497871517,213,4.42,5497871509,56,Center,5497871513,141,50.4,5497871515,212,12.6,5497871511,140,64.4,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994577,899,1,2,69,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.5,51.3,5497871563,213,4.72,5497871555,56,Center,5497871561,212,17.3,5497871557,140,65.6,5497871559,141,25.9,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994579,900,1,2,69,58,agh9ifb2mw3ivjusgedj7c3fe,1,70.1,25.3,5497871573,140,76.5,5497871579,213,5.14,5497871575,141,3.7,5497871571,56,Right,5497871577,212,16.2,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994585,901,1,2,70,1,agh9ifb2mw3ivjusgedj7c3fe,1,77.1,4.1,5497871601,140,71.1,5497871605,212,9.8,5497871603,141,15.2,5497871599,56,Right,5497871607,213,2.27,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994589,902,1,2,70,4,agh9ifb2mw3ivjusgedj7c3fe,1,71.2,16.1,5497871633,140,71.7,5497871635,141,32.4,5497871631,56,Center,5497871637,212,11.1,5497871639,213,1.52,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994591,903,1,2,70,6,agh9ifb2mw3ivjusgedj7c3fe,1,71.7,32.4,5497871655,212,21.7,5497871651,140,66.4,5497871653,141,63.3,5497871649,56,Center,5497871657,213,1.83,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994601,904,1,2,70,8,agh9ifb2mw3ivjusgedj7c3fe,1,66.4,63.3,5497871743,213,0.85,5497871739,141,93.2,5497871741,212,27,5497871735,56,Left,5497871737,140,83.3,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994615,905,1,2,70,11,agh9ifb2mw3ivjusgedj7c3fe,1,80.3,90.2,5497871817,56,Center,5497871823,212,16.6,5497871825,213,3.93,5497871821,141,72.9,5497871819,140,69.1,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994625,906,1,2,70,14,agh9ifb2mw3ivjusgedj7c3fe,1,68.6,71.2,5497871889,141,42.5,5497871885,56,Center,5497871891,212,19.5,5497871887,140,68.9,5497871893,213,4.73,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994627,907,1,2,70,20,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,38.5,5497871903,141,49,5497871901,140,71.9,5497871905,212,8.3,5497871899,56,Center,5497871907,213,1.04,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994631,908,1,2,70,21,agh9ifb2mw3ivjusgedj7c3fe,1,71.9,49,5497871923,56,Center,5497871929,212,7.1,5497871931,213,5.35,5497871925,140,75.9,5497871927,141,40.6,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994633,909,3,2,70,23,agh9ifb2mw3ivjusgedj7c3fe,0,72.4,40.8,5497871935,56,Center,5497871937,286,,5497871963,233,453,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994635,453,7,2,70,23,ba5e91hjacvma2sjvixn00pjo,1,27.6,59.2,5497871943,233,909,5497871939,56,Back,5497871941,285,,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994637,454,49,2,70,23,ba5e91hjacvma2sjvixn00pjo,1,32.6,60.8,,,,,,,,,,,,,,,,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994647,455,1,2,70,24,ba5e91hjacvma2sjvixn00pjo,1,32.6,60.8,5497872007,141,63.8,5497872003,56,Back,5497872005,140,39.8,5497872009,212,7.8,5497872011,213,0.26,,,,,,,,,,e7del0ovpcpntqdgh8idxok4p,Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994651,456,1,2,70,25,ba5e91hjacvma2sjvixn00pjo,1,39.8,63.8,5497872029,140,30.9,5497872033,212,10.9,5497872031,141,55.5,5497872025,56,Back,5497872035,213,3.68,,,,,,,,,,eg2jk0f0l2l1gurwwn2au6nyt,Sergi Canós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994653,457,1,2,70,26,ba5e91hjacvma2sjvixn00pjo,0,30.9,55.5,5497872039,56,Back,5497872043,141,40.4,5497872045,212,14.5,5497872041,140,40.7,5497872047,213,5.5,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994645,910,49,2,70,26,agh9ifb2mw3ivjusgedj7c3fe,1,68.8,60.6,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994663,911,13,2,70,28,agh9ifb2mw3ivjusgedj7c3fe,1,74.6,59.9,5497872093,22,,5497872159,215,,5497872095,18,,5497872097,56,Center,5497872155,102,50.9,5497872163,231,51.8,5497872157,103,79.2,5497872147,74,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,5497872143,72,,5497872161,230,5497875955,458,,,,,,,,,,,,,,,,99.1,,,,,,,,,,,,,,,Barcelona
2772994681,458,5,2,70,31,ba5e91hjacvma2sjvixn00pjo,1,-0.9,40.9,5497872185,56,Back,5497872187,346,,5497872211,233,912,,,,,,,,,,,,,,,,3702btkgwxf6tq92ouekd7ro5,Pepelu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994669,912,5,2,70,31,agh9ifb2mw3ivjusgedj7c3fe,0,100.9,59.1,5497872215,233,458,5497872135,346,,5497872133,56,Center,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994683,459,18,2,70,48,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497872191,44,Midfielder,5497872209,55,460,5497872193,59,7,5497872189,42,,,,,,,,,,,,,,eg2jk0f0l2l1gurwwn2au6nyt,Sergi Canós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994685,460,19,2,70,48,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497892459,293,1,5497872199,145,11,5497872205,55,459,5497872201,59,17,5497872203,44,Forward,5497892457,292,8,5497872195,42,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994699,461,18,2,70,59,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497872275,42,,5497872295,55,462,5497872279,59,12,5497872277,44,Forward,,,,,,,,,,,,,dtvmsnqlzn5672xb54zj8u7dh,U. Sadiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994701,462,19,2,70,59,ba5e91hjacvma2sjvixn00pjo,1,0,0,5497872289,44,Forward,5497872291,55,461,5497892479,292,9,5497872285,145,9,5497872281,42,,5497892481,293,3,5497872287,59,11,,,,4sojot9t32l4a6fm3e39xkcfd,Rafa Mir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994749,463,1,2,71,13,ba5e91hjacvma2sjvixn00pjo,1,5.1,41.2,5497872531,74,,5497872519,140,73.5,5497872521,141,82.1,5497872525,213,0.37,5497872515,124,,5497872523,212,77,5497872527,1,,5497872517,56,Left,5dfvefxvwj8kixbajluw25mtx,S. Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994751,464,3,2,71,19,ba5e91hjacvma2sjvixn00pjo,0,72.5,78.4,5497872535,286,,5497872533,56,Center,5497872553,233,913,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994741,913,7,2,71,19,agh9ifb2mw3ivjusgedj7c3fe,0,27.5,21.6,5497872547,233,464,5497872499,285,,5497872497,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994755,465,61,2,71,20,ba5e91hjacvma2sjvixn00pjo,1,73.5,82.5,5497872551,56,Left,,,,,,,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994747,914,49,2,71,20,agh9ifb2mw3ivjusgedj7c3fe,1,27.6,27.7,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994759,915,1,2,71,21,agh9ifb2mw3ivjusgedj7c3fe,1,27.6,27.7,5497872575,212,9.6,5497872571,140,34.2,5497872573,141,37.4,5497872569,56,Back,5497872577,213,0.76,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994765,916,1,2,71,22,agh9ifb2mw3ivjusgedj7c3fe,1,34.2,37.4,5497872607,212,15.5,5497872629,156,,5497872603,140,22.6,5497872601,56,Back,5497872605,141,51.6,5497872609,213,2.47,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994775,917,1,2,71,24,agh9ifb2mw3ivjusgedj7c3fe,1,22.6,51.6,5497872659,140,36.6,5497872663,212,16.7,5497872661,141,63.3,5497872665,213,0.5,5497872657,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994777,918,3,2,71,25,agh9ifb2mw3ivjusgedj7c3fe,0,36.2,64.8,5497872671,56,Back,5497872673,286,,5497872735,233,466,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994785,466,7,2,71,25,ba5e91hjacvma2sjvixn00pjo,0,63.8,35.2,5497872715,285,,5497872713,56,Center,5497872729,233,918,,,,,,,,,,,,,,,,6o76owze8y78ue9sb49g8kyz8,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2772994795,919,1,2,71,27,agh9ifb2mw3ivjusgedj7c3fe,1,33.8,60.3,5497872765,140,22.1,5497872773,213,2.21,5497872769,212,20.7,5497872763,56,Back,5497872767,141,84.8,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994801,920,1,2,71,28,agh9ifb2mw3ivjusgedj7c3fe,1,22.6,84.7,5497872827,141,63.6,5497872823,56,Back,5497872829,212,18.2,5497872831,213,5.37,5497872825,140,33.2,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994805,921,1,2,71,31,agh9ifb2mw3ivjusgedj7c3fe,1,33.2,63.6,5497872843,212,11.3,5497872839,140,23.2,5497872845,213,2.77,5497872841,141,69.6,5497872837,56,Back,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994813,922,1,2,71,32,agh9ifb2mw3ivjusgedj7c3fe,1,23.2,69.6,5497872879,140,32.5,5497872883,212,28.8,5497872877,56,Back,5497872885,213,5.06,5497872881,141,29.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994817,923,1,2,71,36,agh9ifb2mw3ivjusgedj7c3fe,1,35.7,28.6,5497872911,213,6.1,5497872909,212,7.9,5497872905,140,43.1,5497872903,56,Back,5497872907,141,26.5,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994823,924,1,2,71,38,agh9ifb2mw3ivjusgedj7c3fe,1,43.1,26.5,5497872939,213,4.69,5497872933,140,42.9,5497872931,56,Back,5497872935,141,11.4,5497872937,212,10.3,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994831,925,1,2,71,39,agh9ifb2mw3ivjusgedj7c3fe,1,42.9,11.4,5497872967,140,57.5,5497872969,141,2.9,5497872973,213,5.92,5497872965,56,Right,5497872971,212,16.4,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994833,926,1,2,71,41,agh9ifb2mw3ivjusgedj7c3fe,1,57.5,2.9,5497872983,212,16.8,5497872977,56,Back,5497872985,213,2.77,5497872981,141,11.9,5497872979,140,42.6,5497872989,156,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2772994835,927,1,2,71,42,agh9ifb2mw3ivjusgedj7c3fe,1,43.8,12,5497872997,141,12.3,5497873001,213,0.01,5497872995,140,60.7,5497872999,212,17.7,5497872993,56,Right,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
