id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,teamName
2795153373,738,1,2,77,51,agh9ifb2mw3ivjusgedj7c3fe,1,79.2,87.7,2025-04-02T21:11:44.354Z,2025-04-02T21:11:47Z,5619168153,213,4.1,5619168145,56,Center,5619168149,141,68.7,5619168147,140,70.6,5619168151,212,15.8,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153395,739,1,2,77,54,agh9ifb2mw3ivjusgedj7c3fe,1,70.3,65.4,2025-04-02T21:11:47.393Z,2025-04-02T21:11:49Z,5619168293,213,4.32,5619168285,56,Center,5619168289,141,49.4,5619168287,140,66,5619168291,212,11.8,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153405,740,1,2,77,56,agh9ifb2mw3ivjusgedj7c3fe,1,66.5,49,2025-04-02T21:11:49.249Z,2025-04-02T21:11:52Z,5619168331,141,25.3,5619168327,56,Center,5619168329,140,91.2,5619168333,212,30.5,5619168335,213,5.73,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153409,741,1,2,77,58,agh9ifb2mw3ivjusgedj7c3fe,0,91.2,25.5,2025-04-02T21:11:51.874Z,2025-04-02T21:11:52Z,5619168353,140,95.8,5619168359,213,1.2,5619168355,141,43.6,5619168351,56,Center,5619168357,212,13.2,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153415,626,12,2,77,59,4ku8o6uf87yd8iecdalipo6wd,1,4.7,57.8,2025-04-02T21:11:52.953Z,2025-04-02T21:11:54Z,5619168389,167,,5619168383,212,6.8,5619168377,56,Back,5619168381,141,57.9,5619168385,213,3.13,5619168379,140,0,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153421,627,6,2,78,0,4ku8o6uf87yd8iecdalipo6wd,0,0,62.9,2025-04-02T21:11:53.674Z,2025-04-02T21:29:05Z,5619168495,56,Back,5619168531,233,742,5619168497,73,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153417,742,6,2,78,0,agh9ifb2mw3ivjusgedj7c3fe,1,100,37.1,2025-04-02T21:11:53.674Z,2025-04-02T21:29:05Z,5619168425,75,,5619168423,56,Center,5619168519,233,627,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153583,743,1,2,78,37,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,0.5,2025-04-02T21:12:30.771Z,2025-04-02T21:12:45Z,5619169407,56,Center,5619169413,212,29.1,5619169403,155,,5619169633,154,,5619169415,213,1.85,5619169405,223,,5619169631,210,15,5619169409,140,91.9,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5619169401,6,,5619169411,141,41.6,1,5619169399,2,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153589,744,15,2,78,39,agh9ifb2mw3ivjusgedj7c3fe,1,95.7,38.5,2025-04-02T21:12:33.026Z,2025-04-02T21:13:22Z,5619169583,25,,5619169645,102,47.4,5619169639,154,,5619169449,60,,5619169585,20,,5619169647,103,16.5,5619169651,147,47.1,5619169637,29,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,5619169451,56,Center,5619169641,55,743,,5619170201,108,5619169667,233,5619169649,146,99.3,5619169635,80,,,,,,,,,,,629,,,Barcelona
2795153577,629,10,2,78,39,4ku8o6uf87yd8iecdalipo6wd,1,2.2,54.5,2025-04-02T21:12:33.126Z,2025-04-02T21:12:46Z,5619169469,177,,5619169349,178,,5619169357,56,Back,5619169673,233,744,5619169353,182,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153581,630,52,2,78,41,4ku8o6uf87yd8iecdalipo6wd,1,2.2,54.5,2025-04-02T21:12:34.186Z,2025-04-02T21:12:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153609,631,1,2,78,49,4ku8o6uf87yd8iecdalipo6wd,1,14.7,44.3,2025-04-02T21:12:42.875Z,2025-04-02T21:12:44Z,5619169613,212,22.2,5619169609,140,20.8,5619169607,56,Back,5619169615,213,5.01,5619169605,123,,5619169611,141,13.1,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153617,632,1,2,78,51,4ku8o6uf87yd8iecdalipo6wd,1,20.2,13.9,2025-04-02T21:12:44.650Z,2025-04-02T21:12:46Z,5619169687,213,5.88,5619169683,141,5.2,5619169681,140,33.5,5619169679,56,Back,5619169685,212,15.2,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153627,633,1,2,78,53,4ku8o6uf87yd8iecdalipo6wd,0,34.1,4.9,2025-04-02T21:12:46.794Z,2025-04-02T21:12:49Z,5619169755,56,Right,5619169765,1,,5619169761,212,40.6,5619169759,141,17,5619169763,213,0.2,5619169757,140,72,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153629,745,49,2,78,56,agh9ifb2mw3ivjusgedj7c3fe,1,34.4,91.4,2025-04-02T21:12:49.185Z,2025-04-02T21:12:49Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153643,746,1,2,78,56,agh9ifb2mw3ivjusgedj7c3fe,1,34.4,91.4,2025-04-02T21:12:49.682Z,2025-04-02T21:12:52Z,5619169843,213,3.8,5619169835,56,Back,5619169837,140,11.1,5619169839,141,63.6,5619169841,212,30.9,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153665,747,1,2,78,59,agh9ifb2mw3ivjusgedj7c3fe,0,11.1,63.6,2025-04-02T21:12:52.642Z,2025-04-02T21:12:56Z,5619169957,141,100,5619169963,213,0.51,5619169953,140,55.5,5619169951,56,Left,5619169961,212,53.4,5619169949,157,,5619169965,1,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153689,634,5,2,79,2,4ku8o6uf87yd8iecdalipo6wd,1,42.9,-1.8,2025-04-02T21:12:55.611Z,2025-04-02T21:28:59Z,5619170117,347,,5619170123,233,748,5619170115,56,Back,,,,,,,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153669,748,5,2,79,2,agh9ifb2mw3ivjusgedj7c3fe,0,57.1,101.8,2025-04-02T21:12:55.611Z,2025-04-02T21:28:59Z,5619169993,56,Left,5619169995,347,,5619170137,233,634,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153697,635,1,2,79,8,4ku8o6uf87yd8iecdalipo6wd,1,45.8,0,2025-04-02T21:13:01.194Z,2025-04-02T21:13:03Z,5619170179,213,1.32,5619170173,140,51.3,5619170169,107,,5619170177,212,23.1,5619170181,1,,5619170175,141,31.6,5619170171,56,Center,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153707,636,1,2,79,10,4ku8o6uf87yd8iecdalipo6wd,1,53.9,37.9,2025-04-02T21:13:03.449Z,2025-04-02T21:13:06Z,5619170251,1,,5619170247,212,37.4,5619170243,140,66.1,5619170249,213,1.22,5619170241,56,Left,5619170245,141,89.6,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153719,637,1,2,79,13,4ku8o6uf87yd8iecdalipo6wd,1,69.3,89.3,2025-04-02T21:13:06.362Z,2025-04-02T21:13:09Z,5619170321,213,5.99,5619170317,141,77.4,5619170313,56,Center,5619170319,212,27.6,5619170315,140,94.4,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153725,638,1,2,79,16,4ku8o6uf87yd8iecdalipo6wd,0,94,75.2,2025-04-02T21:13:09.770Z,2025-04-02T21:14:02Z,5619170337,141,71.4,5619170333,56,Center,5619170339,212,2.6,5619170341,213,4.83,5619170335,140,94.3,5619170329,2,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153939,752,61,2,79,16,agh9ifb2mw3ivjusgedj7c3fe,1,7.3,28.2,2025-04-02T21:13:09.775Z,2025-04-02T21:14:04Z,5619171523,56,Back,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153723,749,52,2,79,17,agh9ifb2mw3ivjusgedj7c3fe,1,4.5,46.9,2025-04-02T21:13:11.074Z,2025-04-02T21:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153805,750,1,2,79,37,agh9ifb2mw3ivjusgedj7c3fe,0,10.5,43.9,2025-04-02T21:13:31.137Z,2025-04-02T21:13:35Z,5619170827,1,,5619170823,212,53.8,5619170815,199,,5619170821,141,59,5619170817,56,Center,5619170825,213,0.19,5619170819,140,60.8,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153829,751,4,2,79,45,agh9ifb2mw3ivjusgedj7c3fe,1,61.5,60,2025-04-02T21:13:38.242Z,2025-04-02T21:28:40Z,5619170967,152,,5619170959,13,,5619171067,233,639,5619170963,56,Center,5619170971,265,,5619170975,286,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795153841,639,4,2,79,45,4ku8o6uf87yd8iecdalipo6wd,0,38.5,40,2025-04-02T21:13:38.243Z,2025-04-02T21:28:40Z,5619171041,56,Back,5619171039,13,,5619171045,265,,5619171047,285,,5619171075,233,751,5619171043,152,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153985,640,18,2,80,19,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T21:14:12.686Z,2025-04-02T21:14:15Z,5619171829,44,Forward,5619171827,42,,5619171873,55,641,5619171831,59,7,,,,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795153993,641,19,2,80,19,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T21:14:12.687Z,2025-04-02T21:14:16Z,5619171865,293,4,5619171855,42,,5619171861,59,17,5619171863,292,7,5619171869,55,640,5619171859,145,7,5619171867,44,Midfielder,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154019,753,1,2,80,31,agh9ifb2mw3ivjusgedj7c3fe,1,59,66.7,2025-04-02T21:14:24.449Z,2025-04-02T21:14:25Z,5619172087,212,4.3,5619172089,213,0.28,5619172083,140,62.9,5619172077,5,,5619172081,56,Center,5619172079,152,,5619172085,141,68.4,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154037,754,1,2,80,32,agh9ifb2mw3ivjusgedj7c3fe,1,62.9,68.4,2025-04-02T21:14:25.201Z,2025-04-02T21:14:26Z,5619172175,56,Center,5619172183,213,3.44,5619172179,141,64.9,5619172181,212,8.2,5619172177,140,55.4,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154035,642,40,2,80,32,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T21:14:25.848Z,2025-04-02T21:36:28Z,5619172173,194,548jzfl9higq44w9bgqvcjh05,5619172163,30,"7drgir9lcwfst8vxz07jboe6t, ieu0x9fy8hpqyztdjg8bgpnt, 40gxfsz7bgrkdudqewlpxzyzt, 3gsprcdyogabeb8lr2y0bmytx, 548jzfl9higq44w9bgqvcjh05, amxunh6enoc99r07cp7qt621h, bqmhsb2bsuuuijw2ci39l01k9, 3ga7qj3h3dbmqucxmaxhmrjdh, 6akzpi6rd6qq0ke07ojnhpoet, 9ikkuxd19avliz1khcrm82gyy, 9e7ybe0nsu3byq2tteey3zuy2, 2yt9oajv9dkbju8tgy1g2nmqd, 59234as8h70fejyfm7492np3p, c83h08n0vnjvfgglyefy03h0p, b9kfek16otvdorssn0wzkb36d, ejcyvgclry4g5pc2rtptifphx, 7yngrviue4iji7w0f9ql07j6x",5619172169,130,10,5619172165,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",5619172167,59,"1, 16, 21, 15, 2, 14, 17, 5, 9, 19, 8, 13, 20, 4, 6, 11, 12",5619172171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154051,755,1,2,80,33,agh9ifb2mw3ivjusgedj7c3fe,1,55.2,63.7,2025-04-02T21:14:26.801Z,2025-04-02T21:14:29Z,5619172265,140,60.1,5619172261,155,,5619172271,213,4.86,5619172273,1,,5619172269,212,34.4,5619172263,56,Right,5619172267,141,13.7,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154081,756,1,2,80,36,agh9ifb2mw3ivjusgedj7c3fe,1,60.1,13.7,2025-04-02T21:14:29.489Z,2025-04-02T21:14:33Z,5619172447,212,10.7,5619172443,140,68.7,5619172449,213,5.72,5619172441,56,Right,5619172445,141,5.3,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154083,757,3,2,80,38,agh9ifb2mw3ivjusgedj7c3fe,0,70.8,8,2025-04-02T21:14:32.153Z,2025-04-02T21:31:11Z,5619172453,56,Right,5619172455,286,,5619194165,233,798,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795157827,798,7,2,80,39,4ku8o6uf87yd8iecdalipo6wd,1,29.2,92,2025-04-02T21:14:32.154Z,2025-04-02T21:31:10Z,5619194151,233,757,5619194147,56,Back,5619194149,285,,,,,,,,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154085,643,49,2,80,40,4ku8o6uf87yd8iecdalipo6wd,1,33.9,85.8,2025-04-02T21:14:33.657Z,2025-04-02T21:36:48Z,,,,,,,,,,,,,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154135,644,1,2,80,42,4ku8o6uf87yd8iecdalipo6wd,1,36.9,81.9,2025-04-02T21:14:35.516Z,2025-04-02T21:14:44Z,5619172749,213,0.17,5619172743,140,77.6,5619172751,1,,5619172747,212,43.3,5619172745,141,92.4,5619172739,155,,5619172741,56,Left,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154141,645,1,2,80,50,4ku8o6uf87yd8iecdalipo6wd,1,71.8,85.7,2025-04-02T21:14:43.865Z,2025-04-02T21:14:46Z,5619172797,141,51.2,5619172801,213,4.48,5619172799,212,24.1,5619172795,140,66.5,5619172793,56,Center,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154153,646,1,2,80,53,4ku8o6uf87yd8iecdalipo6wd,1,66.5,51.2,2025-04-02T21:14:46.714Z,2025-04-02T21:14:48Z,5619172859,213,4.8,5619172853,140,67.9,5619172857,212,17.4,5619172855,141,25.7,5619172851,56,Center,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154177,647,1,2,80,55,4ku8o6uf87yd8iecdalipo6wd,1,69.9,25.3,2025-04-02T21:14:48.393Z,2025-04-02T21:14:53Z,5619173027,141,2.8,5619173031,213,5.21,5619173025,140,77.9,5619173029,212,17.5,5619173023,56,Right,,,,,,,,,,ieu0x9fy8hpqyztdjg8bgpnt,N. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154183,648,1,2,80,59,4ku8o6uf87yd8iecdalipo6wd,1,73.5,5.2,2025-04-02T21:14:52.970Z,2025-04-02T21:14:54Z,5619173071,212,9.8,5619173065,56,Right,5619173067,140,69.4,5619173069,141,18.1,5619173073,213,2.03,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154201,649,1,2,81,1,4ku8o6uf87yd8iecdalipo6wd,1,69.4,18.1,2025-04-02T21:14:54.602Z,2025-04-02T21:14:58Z,5619173167,141,68.1,5619173173,1,,5619173169,212,35.3,5619173163,56,Center,5619173171,213,1.85,5619173165,140,60.2,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154211,650,1,2,81,4,4ku8o6uf87yd8iecdalipo6wd,0,60,68.1,2025-04-02T21:14:57.667Z,2025-04-02T21:37:06Z,5619173227,213,5.65,5619173223,141,60.2,5619173229,1,,5619173221,140,67,5619173217,157,,5619173225,212,9.1,5619173219,56,Center,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154197,758,49,2,81,5,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,43.4,2025-04-02T21:14:58.498Z,2025-04-02T21:14:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154219,759,1,2,81,6,agh9ifb2mw3ivjusgedj7c3fe,0,34.3,43.4,2025-04-02T21:14:59.361Z,2025-04-02T21:15:00Z,5619173271,56,Center,5619173275,140,55.2,5619173279,141,40.1,5619173285,213,6.18,5619173283,212,22.1,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795154229,651,49,2,81,8,4ku8o6uf87yd8iecdalipo6wd,1,47.6,57.5,2025-04-02T21:15:01.643Z,2025-04-02T21:15:01Z,,,,,,,,,,,,,,,,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154251,652,1,2,81,10,4ku8o6uf87yd8iecdalipo6wd,1,47.6,57.5,2025-04-02T21:15:03.274Z,2025-04-02T21:15:06Z,5619173445,56,Left,5619173453,213,1.06,5619173449,141,96.3,5619173447,140,61.8,5619173451,212,30.3,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154283,653,1,2,81,13,4ku8o6uf87yd8iecdalipo6wd,1,62.8,95.9,2025-04-02T21:15:06.186Z,2025-04-02T21:15:09Z,5619173567,56,Left,5619173569,140,51.4,5619173575,212,12.9,5619173579,213,3.52,5619173573,141,89,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154287,654,1,2,81,15,4ku8o6uf87yd8iecdalipo6wd,1,51.5,85.1,2025-04-02T21:15:09.034Z,2025-04-02T21:15:10Z,5619173621,141,72,5619173617,56,Center,5619173625,213,5.35,5619173619,140,57.8,5619173623,212,11.1,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154307,655,1,2,81,17,4ku8o6uf87yd8iecdalipo6wd,1,57.8,71.9,2025-04-02T21:15:10.618Z,2025-04-02T21:15:14Z,5619173723,56,Left,5619173729,212,10.6,5619173725,140,60.3,5619173731,213,1.32,5619173727,141,87,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154325,656,1,2,81,21,4ku8o6uf87yd8iecdalipo6wd,1,69.1,87,2025-04-02T21:15:14.490Z,2025-04-02T21:15:17Z,5619173811,56,Left,5619173815,141,97.4,5619173817,212,14.2,5619173813,140,80.8,5619173819,213,0.52,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154345,657,1,2,81,24,4ku8o6uf87yd8iecdalipo6wd,1,81,97.5,2025-04-02T21:15:17.786Z,2025-04-02T21:15:23Z,5619173923,141,92.7,5619173927,213,3.41,5619173919,56,Left,5619173925,212,12.1,5619173921,140,69.9,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154357,658,1,2,81,29,4ku8o6uf87yd8iecdalipo6wd,1,70.3,78.2,2025-04-02T21:15:22.938Z,2025-04-02T21:15:25Z,5619173971,141,70.7,5619173967,56,Center,5619173969,140,59.9,5619173973,212,12.1,5619173975,213,3.58,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154363,659,1,2,81,32,4ku8o6uf87yd8iecdalipo6wd,1,59.9,70.7,2025-04-02T21:15:25.658Z,2025-04-02T21:15:27Z,5619173993,56,Center,5619173999,212,19.3,5619173995,140,53.8,5619174001,213,4.37,5619173997,141,43.9,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154373,660,1,2,81,33,4ku8o6uf87yd8iecdalipo6wd,1,53.8,43.9,2025-04-02T21:15:27.050Z,2025-04-02T21:15:32Z,5619174095,56,Right,5619174103,213,5.25,5619174099,141,5.6,5619174101,212,30.4,5619174097,140,68.7,,,,,,,,,,548jzfl9higq44w9bgqvcjh05,J. Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154381,661,1,2,81,39,4ku8o6uf87yd8iecdalipo6wd,1,66,27.1,2025-04-02T21:15:32.730Z,2025-04-02T21:15:36Z,5619174145,212,17.6,5619174141,140,54.7,5619174139,56,Center,5619174143,141,46.3,5619174147,213,2.31,,,,,,,,,,bqmhsb2bsuuuijw2ci39l01k9,Rodrigo Riquelme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154389,662,1,2,81,43,4ku8o6uf87yd8iecdalipo6wd,1,60,59.1,2025-04-02T21:15:36.378Z,2025-04-02T21:15:38Z,5619174193,140,54.1,5619174199,213,2.26,5619174195,141,70.1,5619174191,56,Center,5619174197,212,9.7,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154393,663,1,2,81,45,4ku8o6uf87yd8iecdalipo6wd,1,54.4,75.8,2025-04-02T21:15:38.442Z,2025-04-02T21:15:43Z,5619174243,213,0.82,5619174235,56,Left,5619174237,140,67.1,5619174241,212,19.6,5619174239,141,96.9,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154411,664,1,2,81,49,4ku8o6uf87yd8iecdalipo6wd,1,70.7,96.5,2025-04-02T21:15:42.874Z,2025-04-02T21:15:49Z,5619174373,141,83.7,5619174369,56,Left,5619174377,213,4.13,5619174375,212,10.4,5619174371,140,65.2,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154417,665,1,2,81,55,4ku8o6uf87yd8iecdalipo6wd,1,72.8,86.4,2025-04-02T21:15:49.098Z,2025-04-02T21:15:50Z,5619174413,212,7.1,5619174415,213,0.64,5619174409,140,78.2,5619174411,141,92.6,5619174407,56,Left,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795154441,666,1,2,81,57,4ku8o6uf87yd8iecdalipo6wd,1,78.7,93.2,2025-04-02T21:15:50.490Z,2025-04-02T21:15:54Z,5619174555,56,Left,5619174561,212,8.2,5619174563,213,2.8,5619174559,141,97.2,5619174557,140,71.3,,,,,,,,,,40gxfsz7bgrkdudqewlpxzyzt,Javi Galán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
